author,old_author,title,old_title,sub_title,old_sub_title,publisher,old_publisher,publication_date,old_publication_year,old_original_title,old_original_subtitle,old_purchase_date,old_my_rating,image_name,old_cover,old_categories,isbn-13,isbn-10,old_isbn,old_took,old_notes,format,old_print_format,nof_pages,old_read_it,description,old_description,language,language_iso
Robert Jordan,Robert S. Jordan; Chuck Dixon; Chase Conley,The Eye of the World,"The Eye Of The World: The Graphic Novel, Volume 1"," The Graphic Novel, Volume One (Wheel of Time Other Book 1)",,Tor Books,Tor Books,2013-12-03,2011.0,,,2016-06-18,0.0,9781466840508.jpg,,,9781466840508.0,1466840501,9780765324887.0,,,,,240.0,No,,,English,en
Robert Jordan,Robert Jordan; Chuck Dixon; Andie Tong,The Eye of the World,"The Eye Of The World: The Graphic Novel, Volume 2"," the Graphic Novel, Volume Two (Wheel of Time Other)",,Tor Books,Tor Books,2012-06-19,2012.0,,,2016-06-18,0.0,9780765331625.jpg,,,9780765331625.0,0765331624,9780765331625.0,,,Hardcover,Hardcover,176.0,No,"<p>The second volume of the magnificent <i>New York Times</i>bestselling graphic novel adaptation of Robert Jordan's <i>The Eye of the World</i></p> <p>With the full cooperation of the Jordan estate, <i>The Eye of the World</i>has been turned into a stunning comic book series. Volume One of <i>The Eye of the World: the Graphic Novel</i>was published by Tor in the Fall of 2011 and was a <i>New York Times</i>bestseller.</p> <p>In <i>The Eye of the World: the Graphic Novel, Volume Two</i>, scripted by Chuck Dixon and illustrated by Andie Tong, Rand al'Thor, Egwene al'Vere, and their friends flee their home village in the company of Moiraine and her Warder, Lan Mandragoran. Pursued by their enemies, the group seeks sanctuary in Baerlon. Rand's nightmares grow darker. Moiraine takes Egwene under her wing. Lan warns them to trust no one, but should that distrust extend to Lan and Moiraine as well?</p> <p><i>The Eye of the World: the Graphic Novel, Volume Two</i>, collects six issues of <i>Robert Jordan's The Wheel of Time: The Eye of the World</i>comic book published by Dynamite Entertainment. This book will feature bonus material that gives readers a behind-the-scenes look at the creation of a graphic novel.</p>",,English,en
Robert Jordan,Robert Jordan; Chuck Dixon,The Eye of the World,"The Eye Of The World: The Graphic Novel, Volume 3"," The Graphic Novel, Volume Three (Wheel of Time Other)",,Tor Books,Tor Books,2013-01-29,2013.0,,,2016-06-18,0.0,9780765331632.jpg,,,9780765331632.0,0765331632,9780765331632.0,,,Hardcover,,176.0,No,,,English,en
Robert Jordan,Robert Jordan; Chuck Dixon,The Eye of the World,"The Eye Of The World: The Graphic Novel, Volume 4"," The Graphic Novel, Volume Four (Wheel of Time Other)",,Tor Books,Tor Books,2013-12-03,2013.0,,,2016-06-18,0.0,9780765336316.jpg,,,9780765336316.0,0765336316,9780765336316.0,,,Hardcover,Hardcover,176.0,No,,,English,en
Robert Jordan,Robert Jordan; Chuck Dixon,The Eye of the World,"The Eye Of The World: The Graphic Novel, Volume 5"," The Graphic Novel, Volume Five (Wheel of Time Other)",,Tor Books,Tor Books,2014-07-08,2014.0,,,2016-06-18,0.0,9780765374257.jpg,,,9780765374257.0,0765374250,9780765374257.0,,,Hardcover,Hardcover,176.0,No,,,English,en
Robert Jordan,"Robert Jordan, Chuck Dixon",The Eye of the World,"The Eye of the World: The Graphic Novel, Volume 6"," The Graphic Novel, Volume Six (Wheel of Time Other)",,Tor Books,Tor Books,2016-03-29,,,,2017-04-06,0.0,9780765374288.jpg,,Comics & Graphic Novels,9780765374288.0,0765374285,9780765374288.0,,,Paperback,,176.0,No,,"With the full permission and cooperation of the Jordan estate, adapted by well-known comics writer Chuck Dixon, The Eye of the World: The Graphic Novel has been hailed as an exciting interpretation of Robert Jordan's classic fantasy novel. It features brilliant interior art by Marcio Fiorito and Francis Nuguit, and stunning covers by Jeremy Saliba and Seamus Gallagher. It collects issues thirteen to eighteen of the comic book. Rand; his friends Mat, Perrin, and Egwene; the Aes Sedai Moiraine and her Warder, Lan Mandragoran; Thom the gleeman and Nynaeve, the village Wisdom, split into three groups while trying to escape the ancient, dead city of Shadar Logoth, where they are pursued by the deadly Mashadar. A disastrous river crossing leaves Perrin and Egwene on their own—until they meet a mysterious stranger who claims that he and Perrin share a remarkable ability. Meanwhile, Rand, Mat, pose as Thom's apprentices as they sail downriver on a cargo ship. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",English,en
,"Marv Wolfman, George Perez",,The New Teen Titans,,The Judas Contract,,,,,,,2016-10-09,0.0,,,,,,,,,,,,No,,,,
,,,The Punisher,,Assassin's Guild,,,,,,,2016-10-09,0.0,,,,,,24885234053.0,,,,,,No,,,,
,,,The Punisher,,Movie Special,,,,,,,2016-10-09,0.0,,,,,,24885232110.0,,,,,,No,,,,
Garth Ennis,Garth Ennis,Punisher,The Punisher Born, Born,,Marvel,,2016-05-10,,,,2018-12-16,0.0,9781302901738.jpg,,,9781302901738.0,1302901737,9781302901738.0,,,Paperback,,112.0,No,,,English,en
Garth Ennis,Garth Ennis,Punisher,The Punisher Welcome Back Frank," Welcome Back, Frank (Punisher (Unnumbered))",,Marvel,,2011-04-13,,,,2018-12-16,0.0,9780785157168.jpg,,,9780785157168.0,0785157166,9780785157168.0,,,Paperback,,288.0,No,"Frank Castle - the Punisher - is a one-man army locked, loaded and ready to take down anyone in his way, meting out the ultimate punishment to criminals: death. The Punisher makes his return by eliminating the ruthless Ma Gnucci&apos;s crime family - pursued by the NYPD&apos;s two-detective Punisher Task Force, crazed contract killer the Russian and super hero Daredevil; and emulated by three copycat killers who want to join forces with him. The over-the-top action builds toward a showdown in the apartment building Frank shares with the mousy Joan, overweight Mr. Bumpo and punk Spacker Dave. Now, Castle must survive to finish his vendetta, making sure his neighbors aren&apos;t caught in the crossfire while evil is punished. When WELCOME BACK, FRANK debuted in 2000, writer Garth Ennis and artist Steve Dillon (with inker Jimmy Palmiotti and iconic cover artist Tim Bradstreet) gave the Punisher a redefining fresh start that once more made him a force to be reckoned with and served as the catalyst for two feature films. Collecting PUNISHER (2000) #1-12.",,English,en
,"Carl Potts, Jim Lee",,The Punisher Wolverine,,African Saga,,,,,,,2016-10-09,0.0,,,,,,24885232257.0,,,,,,No,,,,
,Howard Chaykin,,The Shadow,,Blood & Judgment,,,,,,,2016-10-09,0.0,,,,,,,,,,,,No,,,,
Takehiko Inoue,Takehiko Inoue,"Vagabond, Vol. 1 (VIZBIG Edition)","Vagabond, Vol. 1",,,VIZ Media LLC,VIZ Media LLC,2008-09-16,2008.0,,,2016-06-18,0.0,9781421520544.jpg,https://books.google.ru/books/content?id=HfqGjgEACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781421520544.0,1421520540,9781421520544.0,,,Paperback,,600.0,No,"Striving for enlightenment by way of the sword, Miyamoto Musashi is prepared to cut down anyone who stands in his way. Vagabond is an action-packed portrayal of the life and times of the quintessential warrior-philosopher--the most celebrated samurai of all time! Shinmen Takezo is destined to become the legendary sword-saint, Miyamoto Musashi--perhaps the most renowned samurai of all time. For now, Takezo is a cold-hearted kiler, who will take on anyone in mortal combat to make a name for himself. This is the journey of a wild young brute who strives to reach enlightenment by way of the sword--fighting on the edge of death.","• This VIZBIG edition of Vagabond contains Volumes 1-3, bonus color content, and updated text. • A 27+ volume manga series - Vagabond is on Japan’s top ten best seller’s list with over 100 million volumes in print. • Vagabond has sold over 22 million copies worldwide! (Not including Japan’s sales). • Vagabond is based on the novel, Musashi by Eiji Yoshikawa. Originally written in the early 40’s, Yoshikawa’s fictional account became so well known that his version has blurred fact from fiction. • VIZ Media is currently releasing the translated edition of Vagabond only three months after the Japanese release! • The popularity of Vagabond has been attributed to NHK’s drama TV series based on Yohikawa’s novel. • There have been 6 films and 2 TV series based on Miyamoto Musashi’s life. • Inoue received the 2000 Media Arts award for manga from the Japanese Ministry of Culture and the Kodansha award for best manga for his work on Vagabond. • Nominated for 2003 Eisner Award in the category for Best Writer/Artist! • ""...reads like an Akira Kurosawa film captured on the printed page."" -Cliff Biggers, Comic Buyer's Guide • Inoue has personally created licensed merchandise on a small scale, so that the products will meet his standards of quality. • Inoue’s previous series Slam Dunk has over 100 million copies in print worldwide. • Everything Takehiko Inoue has published has hit the top ten sales list in Japan. Striving for enlightenment by way of the sword, Miyamoto Musashi is prepared to cut down anyone who stands in his way. Vagabond is an action-packed portrayal of the life and times of the quintessential warrior-philosopher--the most celebrated samurai of all time! Shinmen Takezo is destined to become the legendary sword-saint, Miyamoto Musashi--perhaps the most renowned samurai of all time. For now, Takezo is a cold-hearted kiler, who will take on anyone in mortal combat to make a name for himself. This is the journey of a wild young brute who strives to reach enlightenment by way of the sword--fighting on the edge of death.",English,en
Vagabond Vizbig,Takehiko Inoue,Vagabond Vizbig Ed 10,"Vagabond, Vol. 10",,,Viz,VIZ Media LLC,2017,2011.0,,,2016-06-18,0.0,9781421540481.jpg,,,9781421540481.0,1421540487,9781421540481.0,,,Paperback,Paperback,,No,,,English,en
Takehiko Inoue,Takehiko Inoue,"Vagabond, Vol. 2 (VIZBIG Edition)","Vagabond, Vol. 2",,,VIZ Media LLC,VIZ Media LLC,2008-12-16,2008.0,,,2016-06-18,0.0,9781421522449.jpg,,,9781421522449.0,1421522446,9781421522449.0,,,Paperback,,632.0,No,"Striving for enlightenment by way of the sword, Miyamoto Musashi is prepared to cut down anyone who stands in his way. Vagabond is an action-packed portrayal of the life and times of the quintessential warrior-philosopher--the most celebrated samurai of all time!Enlightenment by Way of the SwordReal-life figure Miyamoto Musashi was the most celebrated samurai of all time. The quintessential warrior philosopher, Musashi authored A Book of Five Rings, a theoretical guide to military strategy still used today. But the path to enlightenment is an endless journey, and to get there through violent means?by way of the sword?makes mere survival an even greater challenge.Musashi sets out for Nara intent on challenging the warrior monks of legendary HC4zC4in Temple. But will Musashi`s growing feelings for his childhood friend OtsC; prove to be a fatal distraction in his match against In`ei, the austere master of HC4zC4in`s deadly spear technique? Takehiko Inoue`s Vagabond is loosely based on the novel Musashi, Eiji Yoshikawa`s fictional account of the life of Miyamoto Musashi. This classic samurai tale has been adapted into numerous television series and films, including an Academy Award-winning movie. In his own version, Inoue approaches the pinnacle of manga artistry with richly detailed line art and a lyrical, fast-paced narrative. An international bestseller, this must-read manga is now available in a VIZBIG Edition: three of the original graphic novel releases collected into one volume, featuring color artwork, updated text and bonus content.",,English,en
Takehiko Inoue,Takehiko Inoue,"Vagabond, Vol. 3 (VIZBIG Edition)","Vagabond, Vol. 3",,,VIZ Media LLC,VIZ Media LLC,2009-04-21,2009.0,,,2016-06-18,0.0,9781421522456.jpg,https://books.google.ru/books/content?id=7Hu3jgEACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781421522456.0,1421522454,9781421522456.0,,,Paperback,,616.0,No,"R to L (Japanese Style)Enlightenment by Way of the SwordReal-life figure Miyamoto Musashi was the most celebrated samurai of all time. The quintessential warrior philosopher, Musashi authored A Book of Five Rings, a theoretical guide to military strategy still used today. But the path to enlightenment is an endless journey, and to get there through violent means--by way of the sword--makes mere survival an even greater challenge.One with Heaven and EarthMusashi suffers a humiliating defeat against Inshun, the second-generation master of Htztin Temple. To prepare for a rematch, Musashi undertakes an intense spiritual and physical training regimen with a most unlikely teacher--Inshun`s predecessor, the founder of the Htztin Spear Technique. To attain the focus necessary to take on the most technically proficient and deadliest fighter he has ever faced, Musashi will first have to confront his own deep-seated personal demons.","R to L (Japanese Style) Enlightenment by Way of the SwordReal-life figure Miyamoto Musashi was the most celebrated samurai of all time. The quintessential warrior philosopher, Musashi authored A Book of Five Rings, a theoretical guide to military strategy still used today. But the path to enlightenment is an endless journey, and to get there through violent means--by way of the sword--makes mere survival an even greater challenge. One with Heaven and EarthMusashi suffers a humiliating defeat against Inshun, the second-generation master of Hôzôin Temple. To prepare for a rematch, Musashi undertakes an intense spiritual and physical training regimen with a most unlikely teacher--Inshun's predecessor, the founder of the Hôzôin Spear Technique. To attain the focus necessary to take on the most technically proficient and deadliest fighter he has ever faced, Musashi will first have to confront his own deep-seated personal demons.",English,en
Takehiko Inoue,Takehiko Inoue,"Vagabond, Vol. 4 (VIZBIG Edition)","Vagabond, Vol. 4",,,VIZ Media LLC,VIZ Media LLC,2009-07-21,2009.0,,,2016-06-18,0.0,9781421522463.jpg,https://books.google.ru/books/content?id=uFeBjgEACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781421522463.0,1421522462,9781421522463.0,,,Paperback,Paperback,200.0,No,Relates the adventures of Japanese swordsman Miyamoto Musashi.,"R to L (Japanese Style). Infinite UniverseMusashi endeavors to take on sword master Yagyû Sekishûsai, a man recognized by many to be the greatest swordsman of his time. Although Sekishûsai is far past his prime, Musashi still believes killing him will take him further along the path. Little does he know that going against a man of such depth and proportion means much more than just killing a seemingly helpless old man in his sleep.",English,en
Takehiko Inoue,Takehiko Inoue,"Vagabond, Vol. 5 (VIZBIG Edition)","Vagabond, Vol. 5",,,VIZ Media LLC,VIZ Media LLC,2009-10-20,2009.0,,,2016-06-18,0.0,9781421522470.jpg,https://books.google.ru/books/content?id=qWG7jgEACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781421522470.0,1421522470,9781421522470.0,,,Paperback,,624.0,No,"Historical tale of enlightenment by way of the sword - 3 volumes collected in 1!  R to L (Japanese Style). ""Glimmering Waves""In a remote seaside village, an abandoned infant is left to the care of a reclusive old man who has all but renounced the ways of the world. This helpless child is destined to become Sasaki Kojirt--the legendary archrival of Miyamoto Musashi. Inoue`s unique take on this enigmatic figure sets up the foundation for his fictional account of the most famous rivalry in Japanese history. Striving for enlightenment by way of the sword, Miyamoto Musashi is prepared to cut down anyone who stands in his way. Vagabond is an action-packed portrayal of the life and times of the quintessential warrior-philosopher--the most celebrated samurai of all time!","Historical tale of enlightenment by way of the sword - 3 volumes collected in 1! R to L (Japanese Style). ""Glimmering Waves"" In a remote seaside village, an abandoned infant is left to the care of a reclusive old man who has all but renounced the ways of the world. This helpless child is destined to become Sasaki Kojirô--the legendary archrival of Miyamoto Musashi. Inoue's unique take on this enigmatic figure sets up the foundation for his fictional account of the most famous rivalry in Japanese history. Striving for enlightenment by way of the sword, Miyamoto Musashi is prepared to cut down anyone who stands in his way. Vagabond is an action-packed portrayal of the life and times of the quintessential warrior-philosopher--the most celebrated samurai of all time!",English,en
Takehiko Inoue,Takehiko Inoue,"Vagabond, Vol. 6 (VIZBIG Edition)","Vagabond, Vol. 6",,,VIZ Media LLC,VIZ Media LLC,2010-01-19,2010.0,,,2016-06-18,0.0,9781421522807.jpg,https://books.google.ru/books/content?id=zZLcjgEACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781421522807.0,1421522802,9781421522807.0,,,Paperback,,584.0,No,"Historical tale of enlightenment by way of the sword - 3 volumes collected in 1!  R to L (Japanese Style). Sasaki Kojirô is the man destined to become Miyamoto Musashi`s greatest rival and opponent in the most well-known duel in the annals of Japanese history. As a deaf-mute young man coming of age in a remote seaside village, Kojirô`s innate ability with the sword is compelling him to strive to become even better. This drive takes him beyond the borders of his peaceful village into the violent and chaotic world of feudal era Japan in the midst of a bloody war. Striving for enlightenment by way of the sword, Miyamoto Musashi is prepared to cut down anyone who stands in his way. Vagabond is an action-packed portrayal of the life and times of the quintessential warrior-philosopher--the most celebrated samurai of all time!","Historical tale of enlightenment by way of the sword - 3 volumes collected in 1! Historical tale of enlightenment by way of the sword - 3 volumes collected in 1! Reads R to L (Japanese Style). Sasaki Kojirô is the man destined to become Miyamoto Musashi's greatest rival and opponent in the most well-known duel in the annals of Japanese history. As a deaf-mute young man coming of age in a remote seaside village, Kojirô's innate ability with the sword is compelling him to strive to become even better. This drive takes him beyond the borders of his peaceful village into the violent and chaotic world of feudal era Japan in the midst of a bloody war. Striving for enlightenment by way of the sword, Miyamoto Musashi is prepared to cut down anyone who stands in his way. Vagabond is an action-packed portrayal of the life and times of the quintessential warrior-philosopher--the most celebrated samurai of all time!",English,en
Takehiko Inoue,Takehiko Inoue,"Vagabond, Vol. 7 (VIZBIG Edition)","Vagabond, Vol. 7",,,VIZ Media LLC,VIZ Media LLC,2010-04-20,2010.0,,,2016-06-18,0.0,9781421522814.jpg,https://books.google.ru/books/content?id=-WKTjgEACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781421522814.0,1421522810,9781421522814.0,,,Paperback,,640.0,No,"R to L (Japanese Style). Historical tale of enlightenment by way of the sword - 3 volumes collected in 1!  The Distant Ocean: In the aftermath of the bloody Battle of Sekigahara, Sasaki Kojirt, the man destined to be Musashi`s opponent in the most famous duel in Japanese history, finds himself alone amidst desperate refugees and vicious hunters. Despite being pushed to his limits, Kojirt is far from daunted by his peril and instead thrives with an almost supernatural serenity. Driven by his macabre thirst for battle, Kojirt is transformed into the ultimate swordsman.","Historical tale of enlightenment by way of the sword - 3 volumes collected in 1! R to L (Japanese Style). Historical tale of enlightenment by way of the sword - 3 volumes collected in 1! The Distant Ocean: In the aftermath of the bloody Battle of Sekigahara, Sasaki Kojirô, the man destined to be Musashi's opponent in the most famous duel in Japanese history, finds himself alone amidst desperate refugees and vicious hunters. Despite being pushed to his limits, Kojirô is far from daunted by his peril and instead thrives with an almost supernatural serenity. Driven by his macabre thirst for battle, Kojirô is transformed into the ultimate swordsman.",English,en
Takehiko Inoue,Takehiko Inoue,"Vagabond, Vol. 8 (VIZBIG Edition)","Vagabond, Vol. 8",,,VIZ Media LLC,VIZ Media LLC,2010-07-20,2010.0,,,2016-06-18,0.0,9781421522821.jpg,,,9781421522821.0,1421522829,9781421522821.0,,,Paperback,,624.0,No,No Information Available,,English,en
Takehiko Inoue,Takehiko Inoue,"Vagabond, Vol. 9 (VIZBIG Edition)","Vagabond, Vol. 9",,,VIZ Media LLC,VIZ Media LLC,2010-11-16,2010.0,,,2016-06-18,0.0,9781421523132.jpg,https://books.google.ru/books/content?id=vsKrjgEACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781421523132.0,1421523132,9781421523132.0,,,Paperback,Paperback,600.0,No,"Reads R to L (Japanese Style), for M audiences. It`s been one year since Yoshioka Denshichir? granted Musashi a reprieve for a rematch. Denshichir? may have been a better swordsman back then, but with Musashi before him now, he realizes the truly incredible strides his opponent has made in such a short period of time. By sheer force of will, a reluctant Denshichir? moves forward into the fight. And what will the deadly repercussions be for Musashi after this duel that`s all but already won?","Get It All--Get Big!; The 3-in-1 Edition Reads R to L (Japanese Style), for M audiences. It's been one year since Yoshioka Denshichirō granted Musashi a reprieve for a rematch. Denshichirō may have been a better swordsman back then, but with Musashi before him now, he realizes the truly incredible strides his opponent has made in such a short period of time. By sheer force of will, a reluctant Denshichirō moves forward into the fight. And what will the deadly repercussions be for Musashi after this duel that's all but already won?",English,en
Brian Azzarello,Brian Azzarello,"Wonder Woman, Vol. 1",Wonder Woman Vol. 1, Blood (The New 52),Blood,DC Comics,DC Comics,2013-01-15,2013.0,,,2016-06-18,0.0,9781401235628.jpg,https://books.google.ru/books/content?id=qevjAAAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781401235628.0,140123562X,9781401235628.0,,,Paperback,Paperback,160.0,No,,"As a part of the acclaimed DC Comics-The New 52 event of September 2011, the first six issues of the critically acclaimed new Wonder Woman series are collected in hardcover!-Hippolyta, queen of the Amazons, has kept a secret from her daughter all her life-and when Wonder Woman learns who her father is, her life will shatter like brittle clay. The only one more shocked than Diana by this revelation? Bloodthirsty Hera-so why is her sinister daughter, Strife, so eager for the truth to be told? Superstar writer Brian Azzarello creates a new direction for one of DC's best-known heroes, with spectacular art by Cliff Chiang and Tony Akins!",English,en
Brian Azzarello,Brian Azzarello,"Wonder Woman, Vol. 2",Wonder Woman Vol. 2, Guts (The New 52),Guts,DC Comics,DC Comics,2013-09-17,2012.0,,,2016-06-18,0.0,9781401238100.jpg,https://books.google.ru/books/content?id=ReznAAAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781401238100.0,1401238106,9781401238100.0,,,Paperback,,144.0,No,,"Wonder Woman goes to hell! After playing Posidon, Hades, and Hera against each other, Hades strikes back by kidnapping Zola and trapping her in the Underworld. It's up to Wonder Woman--with a little help from the God of Love and the God of Smiths--to break Zola out. But what is Hades' real game, and once you get into the land of the dead, how exactly do you get out?",English,en
Brian Azzarello,Brian Azzarello,Wonder Woman Vol. 3,Wonder Woman Vol. 3, Iron (The New 52),Iron,DC Comics,DC Comics,2013-09-17,,,,2016-06-18,0.0,9781401242619.jpg,https://books.google.ru/books/content?id=dXFzAQAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781401242619.0,1401242618,9781401242619.0,,,Hardcover,Hardcover,176.0,No,,"Wonder Woman has finally discovered her heritage, as well as all the family that comes along with it. However, as she digs deeper into her familial tree, there's as many Gods that are willing to lend her a hand as there are those that would do her harm. WW continues on her search for her friend Zola's baby, not knowing who she can trust. So when she discovers New God Orion at her doorstep, is he here to help her--or destroy her? Brian Azzarello (100 BULLETS) and illustrators Cliff Chiang and Tony Akins blend superheroics with ancient mythology in this critically acclaimed graphic novel WONDER WOMAN VOL. 3. Collects issues #0, #13-17.",English,en
Brian Azzarello,Brian Azzarello,Wonder Woman Vol. 4,Wonder Woman Vol. 4, War (The New 52) (Wonder Woman (The New 52)),War,DC Comics,DC Comics,2014-03-18,,,,2016-06-18,0.0,9781401246082.jpg,https://books.google.ru/books/content?id=bxZHAgAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781401246082.0,1401246087,9781401246082.0,,,Hardcover,,144.0,No,,"Wonder Womans world is shocked to its core when her eldest brother, the First Born, is freed from his slumber. Now, with her family in ruins and her friends scattered, she must turn to Orion and the New Gods of New Genesis to save herself and Zolas newborn from the First Borns wrath! Collects WONDER WOMAN #19-23.",English,en
Brian Azzarello,"Brian Azzarello, Cliff Chiang",Wonder Woman Vol. 5,Wonder Woman Vol. 5, Flesh (The New 52) (Wonder Woman - the New 52),Flesh,DC Comics,Dc Comics,2015-04-07,2000.0,,,2016-06-18,0.0,9781401253493.jpg,https://books.google.ru/books/content?id=hSexoQEACAAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781401253493.0,1401253490,9781401253493.0,,,Paperback,,176.0,No,,"""Wonder Woman created by William Moulton Marston.""",English,en
Brian Azzarello,Brian Azzarello,Wonder Woman Vol. 6,Wonder Woman Vol. 6, Bones (The New 52) (Wonder Woman - The New 52),Bones,DC Comics,DC Comics,2015-09-08,,,,2016-06-18,0.0,9781401257750.jpg,https://books.google.ru/books/content?id=bb7yBgAAQBAJ&printsec=frontcover&img=1&source=gbs_api,Comics & Graphic Novels,9781401257750.0,1401257755,9781401257750.0,,,Paperback,,160.0,No,,"THE EPIC CONCLUSION! As the War on Olympus rages on, the fearsome First Born ascends as its God-King and Wonder Woman is locked in a desperate battle with him for the destiny of all immortals. But Olympus must fall, and its rightful ruler must be restored-and she must make a decision that will affect the lives of those she loves most! The acclaimed, New York Times best-selling team of Brian Azzarello (JOKER, 100 BULLETS), Cliff Chiang (GREEN ARROW/BLACK CANARY), and Goran Sud_uka (Y: THE LAST MAN) astonish complete their epic runs with the story of what remains when a mad god reigns in WONDER WOMAN: BONES (collects issues #30-35 and a story from SECRET ORIGINS #6)!",English,en
Brian Michael Bendis,,X-Men,X-Men, Battle of the Atom,Battle of the Atom,Panini UK LTD / Marvel,,2014-02-13,,,,2017-11-19,0.0,9781846535727.jpg,,,9781846535727.0,1846535727,9781846535727.0,,,Paperback,,252.0,No,,,English,en
,Chris Claremont,,X-Men,,Massor Av Mutanter!,,Egmont,,2006.0,,,2016-06-18,0.0,,,,,,9789172697348.0,,,,,,No,,,,
"Samura, Hiroaki",,Die Wergelder 1,,,,Kodansha Comics,,2015-12-29,,,,,,9781632361950.jpg,,,9781632361950.0,1632361957,,,,Paperback,,448.0,,,,English,en
"Samura, Hiroaki",,Die Wergelder 2,,,,Kodansha Comics,,2019-01-15,,,,,,9781632361967.jpg,,,9781632361967.0,1632361965,,,,Paperback,,464.0,,,,English,en
"Ennis, Garth",,The Boys Omnibus Vol. 5,,,,Dynamite Entertainment,,2019-11-19,,,,,,,,,9781524113346.0,1524113344,,,,Paperback,,420.0,,,,English,en
"Ennis, Garth",,The Boys Omnibus Vol. 6,,,,Dynamite Entertainment,,2019-12-24,,,,,,9781524113377.jpg,,,9781524113377.0,1524113379,,,,Paperback,,320.0,,,,English,en
"Hine, David",,Civil War,, X-Men (New Printing),,Marvel,,2016-04-05,,,,,,9780785195719.jpg,,,9780785195719.0,0785195718,,,,Paperback,,224.0,,,,English,en
"Johns, Geoff",,Shazam! Vol. 1 (The New 52),, From the Pages of Justice League,,DC Comics,,2014-06-03,,,,,,9781401246990.jpg,,,9781401246990.0,1401246990,,,,Paperback,,192.0,,,,English,en
"Johns, Geoff",,"Justice League, Vol. 1",, Origin (The New 52),,DC Comics,,2013-02-05,,,,,,9781401237882.jpg,,,9781401237882.0,1401237886,,,,Paperback,,192.0,,,,English,en
"Johns, Geoff",,Justice League Vol. 2,, The Villain's Journey,,DC Comics,,2013-10-01,,,,,,9781401237653.jpg,,,9781401237653.0,1401237657,,,,Paperback,,176.0,,,,English,en
"Johns, Geoff",,Justice League Vol. 3,, Throne of Atlantis (The New 52) (Justice League: the New 52),,DC Comics,,2014-04-08,,,,,,9781401246983.jpg,,,9781401246983.0,1401246982,,,,Paperback,,192.0,,,,English,en
"Johns, Geoff",,Justice League Vol. 4,, The Grid (The New 52),,DC Comics,,2014-09-16,,,,,,9781401250089.jpg,,,9781401250089.0,1401250084,,,,Paperback,,176.0,,,,English,en
"Rosenberg, Matt",,Astonshing X-Men by Matthew Rosenberg,, Until Our Hearts Stop (Astonishing X-Men (2017)),,Marvel,,2019-01-22,,,,,,9781302912963.jpg,,,9781302912963,1302912968,,,,Paperback,,160,,,,English,en
